,highly_variable
Zdhhc4,False
0610040B10Rik,False
Grid2ip,False
Gm20635,False
Kdelr2,False
Daglb,False
Rac1,False
Fam220a,False
Cyth3,False
Usp42,False
D130017N08Rik,False
Eif2ak1,False
Ankrd61,False
Aimp2,False
Pms2,False
Gm17135,False
Rsph10b,False
Ccz1,False
Ocm,False
Lmtk2,False
Tecpr1,False
2900089D17Rik,False
Bri3,False
Baiap2l1,False
Nptx2,False
Tmem130,True
Trrap,False
Smurf1,False
Arpc1a,False
Arpc1b,True
Pdap1,False
Bud31,False
Ptcd1,False
Cpsf4,False
Atp5j2,False
Zkscan14,False
Zkscan5,False
Zfp655,False
Zscan25,True
1700001J03Rik,False
B230303O12Rik,False
Gm43625,True
Rnf6,False
Cdk8,False
Wasf3,False
Gpr12,False
Usp12,False
Rpl21,False
Rasl11a,False
Gtf3a,False
Mtif3,False
Lnx2,False
Polr1d,False
Gsx1,False
Flt3,False
Gm26597,False
D5Ertd605e,False
Pan3,False
Flt1,True
Pomp,False
Slc46a3,False
Gm15721,False
Mtus2,False
Slc7a1,False
Ubl3,False
Katnal1,False
Gm42791,False
Gm15410,False
Gm15406,False
5930430L01Rik,False
Gm15408,False
Hmgb1,False
5730422E09Rik,False
Gm42787,False
Gm42788,False
Uspl1,False
2310047D07Rik,False
Alox5ap,False
Gm19719,False
BC028471,False
Medag,True
Tex26,False
Gm15997,False
Wdr95,False
Hsph1,False
Gm20005,False
B3glct,False
Rxfp2,False
Fry,False
Gm5,False
Zar1l,False
Brca2,False
N4bp2l1,False
Gm43598,True
Gm43597,False
N4bp2l2,False
Pds5b,False
Gm36447,False
Kl,True
Stard13,False
D730045B01Rik,False
Rfc3,False
Samd9l,False
Hepacam2,False
Vps50,False
Calcr,False
Tfpi2,False
Gng11,True
Bet1,False
Col1a2,True
Casd1,False
Sgce,False
Peg10,False
Ppp1r9a,False
Pon1,False
Pon3,False
Pon2,False
Asb4,True
Pdk4,False
Dync1i1,False
1700019G24Rik,True
Slc25a13,False
Sem1,False
Dlx6os1,True
Dlx6,False
Dlx5,False
Sdhaf3,False
Tac1,True
Asns,False
C1galt1,False
Col28a1,True
Mios,False
Rpa3,False
Umad1,False
Glcci1,False
Ica1,False
Nxph1,True
Ndufa4,False
Phf14,False
Thsd7a,False
Tmem106b,False
Tmem168,False
Bmt2,False
Gpr85,False
2610001J05Rik,False
1110019D14Rik,False
Ppp1r3a,False
Foxp2,True
Mdfic,True
Gm4876,False
Tes,False
Cav2,False
Cav1,False
Met,False
Capza2,False
St7,False
Wnt2,False
Cftr,False
Cttnbp2,False
Gm15594,False
Gm26809,False
Gm20186,False
Lsm8,False
Ankrd7,False
Kcnd2,False
Tspan12,False
Ing3,False
Cped1,False
Wnt16,False
Fam3c,False
Ptprz1,False
Aass,False
Fezf1,True
Cadps2,True
Iqub,False
Ndufa5,False
Wasl,False
Tmem229a,True
Gpr37,True
Pot1a,False
Grm8,False
6530409C15Rik,False
Zfp800,True
Gcc1,False
Arf5,False
Snd1,False
Lrrc4,False
Gm3294,False
Rbm28,False
Prrt4,False
Impdh1,False
Hilpda,False
Fam71f2,False
Calu,False
Opn1sw,False
Ccdc136,True
Flnc,False
Atp6v1f,False
Kcp,False
Irf5,False
Tnpo3,False
Tspan33,False
Smo,False
Ahcyl2,False
Strip2,True
Smkr-ps,False
Nrf1,False
Ube2h,False
Zc3hc1,False
Klhdc10,False
1700012C14Rik,False
Tmem209,False
Ssmem1,False
Cpa2,False
Cpa4,False
Cep41,False
Mest,False
Copg2,False
Tsga13,False
Klf14,False
Lncpint,True
Mkln1os,False
Mkln1,False
Podxl,True
Gm6117,False
Gm43154,False
Gm13848,False
Plxna4,False
Plxna4os1,False
Chchd3,False
Exoc4,False
Lrguk,False
Slc35b4,False
Akr1b3,False
Akr1b8,False
Akr1b10,False
Akr1b7,False
Bpgm,False
Cald1,True
Gm13861,False
Agbl3,False
Tmem140,False
3110062M04Rik,False
Wdr91,False
Slc23a4,False
Cnot4,False
Nup205,False
1810058I24Rik,False
Slc13a4,True
Fam180a,True
Mtpn,False
9330158H04Rik,False
Chrm2,False
Ptn,True
Dgki,False
Creb3l2,False
Trim24,False
Svopl,False
Atp6v0a4,True
D630045J12Rik,False
Zc3hav1l,False
Zc3hav1,False
Ttc26,False
Ubn2,False
Fmc1,False
Luc7l2,False
Klrg2,False
Clec2l,False
Hipk2,True
Tbxas1,False
Parp12,False
4930599N23Rik,False
Kdm7a,False
Slc37a3,False
Rab19,False
Mkrn1,False
Gm10244,False
Dennd2a,False
Adck2,False
Ndufb2,False
Braf,False
Mrps33,False
Tmem178b,False
Agk,False
E330009J07Rik,False
Ssbp1,False
Clec5a,False
2210010C04Rik,False
Gm10334,False
Trbc1,True
Trbc2,True
Ephb6,False
Trpv6,False
Kel,False
Gstk1,True
Casp2,False
Clcn1,False
Fam131b,False
Gm44284,False
Zyx,False
Epha1,False
Tcaf2,False
Tcaf1,False
Arhgef5,False
Tpk1,False
Cntnap2,False
Cul1,False
Ezh2,False
Pdia4,False
Zfp786,False
Zfp398,False
Zfp282,False
Zfp212,False
Zfp956,False
Zfp777,False
Zfp746,False
Gm44696,False
Krba1,False
Zfp467,False
Sspo,True
1700026J14Rik,False
Atp6v0e2,False
Lrrc61,False
Rarres2,True
Gm5111,False
Repin1,False
Zfp775,False
AI854703,False
Gimap8,False
Gimap9,True
Gimap4,False
Gimap6,False
Gimap7,False
Gimap1,False
Gimap5,False
4833403J16Rik,False
Gimap3,True
Tmem176b,True
Tmem176a,False
Gm7932,False
Aoc1,False
Gpnmb,False
Malsu1,False
Igf2bp3,False
Tra2a,False
Ccdc126,False
Fam221a,False
Stk31,False
Npy,True
Mpp6,False
Gsdme,False
Osbpl3,False
Cycs,False
5430402O13Rik,False
4921507P07Rik,False
Npvf,True
C530044C16Rik,False
Gm44109,False
Gm6559,False
0610033M10Rik,True
Nfe2l3,False
Hnrnpa2b1,False
Cbx3,False
Snx10,False
Skap2,False
Hoxa1,False
Hotairm1,False
Gm15050,True
Hibadh,False
Tax1bp1,False
Jazf1,False
Creb5,True
Tril,True
Gm16499,False
Gm16499-1,True
Cpvl,False
Chn2,False
Prr15,False
Wipf3,True
Scrn1,False
Fkbp14,False
Plekha8,False
Gm28402,False
Mturn,False
Znrf2,False
Nod1,False
Ggct,False
Gars,False
Crhr2,False
Inmt,True
Mindy4,False
Aqp1,True
6430584L05Rik,False
Adcyap1r1,False
Neurod6,True
Gm3279,False
Ccdc129,False
Ppp1r17,False
Pde1c,False
Lsm5,False
Avl9,False
Kbtbd2,False
Fkbp9,False
Nt5c3,False
Vmn1r4,False
Ppm1k,False
Herc6,False
Pyurf,False
Lancl2,False
Vopp1,False
Abcg2,True
Herc3,False
Nap1l5,True
Fam13a,False
Gm45060,False
BB365896,False
Tigd2,False
Gprin3,False
Snca,True
Mmrn1,False
Ccser1,False
Grid2,False
Smarcad1,False
Hpgds,False
C130060K24Rik,False
Tnip3,False
Ndnf,True
Gm16838,False
Prdm5,False
2610300M13Rik,False
Mad2l1,False
Gng12,True
Gadd45a,False
Serbp1,False
Il12rb2,False
Tacstd2,False
Igkc,True
Rpia,False
Eif2ak3,False
Thnsl2,False
Smyd1,False
Krcc1,True
Gm1070,False
Gm44175,True
Cd8a,False
Rmnd5a,False
Rnf103,False
Chmp3,False
Kdm3a,False
Reep1,False
Mrpl35,False
Immt,False
Ptcd3,False
Polr1a,False
St3gal5,False
Atoh8,True
Usp39,False
Gm45051,False
0610030E20Rik,False
Tmem150a,False
Rnf181,False
Vamp5,True
Vamp8,True
Ggcx,False
Mat2a,False
Sh2d6,False
Capg,False
Elmod3,False
Retsat,False
Tgoln1,False
Tcf7l1,False
Kcmf1,False
Tmsb10,False
Dnah6,False
Suclg1,False
Gm9008,False
Ctnna2,False
Lrrtm1,True
Reg3b,True
Lrrtm4,False
Gcfc2,False
Mrpl19,False
Gm20383,False
Eva1a,True
Tacr1,False
Pole4,False
Hk2,False
Gm38843,False
Sema4f,False
M1ap,False
Dok1,False
Loxl3,True
Htra2,False
Aup1,False
Dqx1,False
Pcgf1,False
Lbx2,False
Gm42688,False
Ccdc142os,False
Mrpl53,False
Mogs,False
Wbp1,False
Ino80b,False
Rtkn,False
Wdr54,False
1700003E16Rik,False
Dctn1,False
Gm15624,False
Slc4a5,True
Mthfd2,False
Mob1a,True
Bola3,False
Tet3,False
Dguok,False
Stambp,False
1700124L16Rik,False
Tex261,False
Nagk,False
Paip2b,False
Zfp638,False
Dysf,False
Cyp26b1,False
Exoc6b,False
Spr,False
Emx1,False
Sfxn5,False
Rab11fip5,False
Smyd5,False
Pradc1,False
Cct7,False
Fbxo41,False
Egr4,False
Alms1,False
Nat8f3,False
Nat8f6,False
Nat8f5,False
Nat8,False
Nat8f2,False
Nat8f4,False
Nat8f1,False
Tprkb,False
Dusp11,False
Gm19265,False
4930553P18Rik,False
Add2,False
Tgfa,True
Fam136a,False
Snrpg,False
Pcyox1,False
Tia1,False
C87436,False
2310040G24Rik,False
Gm43936,False
Gm44386,False
Pcbp1,False
1600020E01Rik,False
Asprv1,False
Mxd1,False
Snrnp27,False
Gm44214,False
Gmcl1,False
Anxa4,False
Aak1,False
Nfu1,False
Gfpt1,False
D6Ertd527e,False
Antxr1,False
Gkn1,False
Gkn3,True
Arhgap25,False
Prokr1,False
Aplf,False
1810020O05Rik,False
Gm44210,False
Efcc1,False
Gp9,False
Rab43,False
Isy1,False
Cnbp,False
Copg1,False
Hmces,False
H1fx,False
Gm5577,False
Rab7,False
Rpn1,False
Gata2,False
Eefsec,False
Ruvbl1,False
Sec61a1,False
Kbtbd12,False
Gm26588,False
Mgll,True
Abtb1,False
Podxl2,False
Gm15612,False
Mcm2,False
Tpra1,False
Plxna1,False
Chchd6,False
Txnrd3,False
Zxdc,False
Cfap100,False
Gm44117,False
Klf15,False
Gm44421,False
Aldh1l1,True
Slc41a3,False
Iqsec1,False
Nup210,False
Hdac11,False
Fbln2,False
Wnt7a,False
1810044D09Rik,False
Chchd4,False
Tmem43,False
Xpc,False
Lsm3,False
Slc6a6,False
Grip2,False
Ccdc174,False
4930590J08Rik,True
Fgd5,False
Nr2c2,False
Mrps25,False
Rbsn,False
Trh,True
Prickle2,False
Adamts9,False
9530026P05Rik,False
Magi1,False
Slc25a26,False
Lrig1,False
Kbtbd8,False
Suclg2,False
Fam19a1,True
1700123L14Rik,True
Fam19a4,True
Eogt,False
Tmf1,False
Uba3,False
Arl6ip5,False
Frmd4b,True
Mitf,False
Gm765,False
Foxp1,True
Gm20696,False
Eif4e3,False
Gpr27,False
Prok2,False
Gm26748,False
Rybp,False
Shq1,False
Gxylt2,False
Ppp4r2,False
Pdzrn3,False
Cntn3,False
Chl1,False
Cntn6,False
Gm15631,False
Cntn4,False
Trnt1,False
Crbn,False
Lrrn1,True
Setmar,False
Sumf1,False
Itpr1,True
0610040F04Rik,False
Bhlhe40,False
Arl8b,False
Edem1,False
Gm20387,False
Grm7,False
Lmcd1,False
Ssu2,False
Cav3,False
Oxtr,False
Rad18,False
Gm26799,False
Srgap3,False
Thumpd3,False
Gt(ROSA)26Sor,False
Setd5,False
Lhfpl4,False
Mtmr14,False
Cpne9,True
Brpf1,False
Gm15492,False
Ogg1,False
Camk1,False
Tada3,False
Arpc4,False
Ttll3,False
Rpusd3,False
Jagn1,False
Il17re,False
Il17rc,False
Creld1,False
Prrt3,False
Emc3,False
Fancd2,False
Fancd2os,False
Brk1,False
Vhl,False
Irak2,False
Tatdn2,False
Gm26982,False
Gm44053,False
Sec13,False
Atp2b2,False
Gm15083,False
Slc6a11,True
Slc6a1,False
Hrh1,False
Atg7,False
Vgll4,False
Tamm41,False
Syn2,False
Timp4,True
Pparg,False
Tsen2,False
Mkrn2os,False
Mkrn2,False
Raf1,False
Tmem40,False
Cand2,False
Rpl32,False
Efcab12,False
Mbd4,False
Ift122,False
Rho,False
Plxnd1,True
Tmcc1,False
Washc2,False
Zfand4,False
March8,True
Alox5,True
Olfr212,False
Zfp422,False
Rassf4,False
8430408G22Rik,True
Tmem72,True
Cxcl12,True
Gm9946,True
Gm45083,False
1700030F04Rik,False
Zfp637,False
Zfp239,False
Hnrnpf,False
Rasgef1a,True
Csgalnact2,False
Ret,True
Bms1,False
Zfp248,False
Zfp9,False
Ankrd26,False
Cacna1c,False
Dcp1b,False
Cacna2d4,False
Lrtm2,False
Adipor2,True
Wnt5b,False
Fbxl14,False
Erc1,False
4930540M05Rik,False
Rad52,False
Wnk1,True
Ninj2,True
Ccdc77,False
Kdm5a,False
Il17ra,False
Tmem121b,False
Hdhd5,False
Gm20692,False
Cecr2,False
Slc25a18,False
Atp6v1e1,False
Bcl2l13,False
Bid,False
Mical3,False
Pex26,False
Tuba8,False
Usp18,False
Gm44148,False
Slc6a13,True
Slc6a12,True
Iqsec3,False
A2m,True
Klrg1,False
M6pr,False
Phc1,False
Rimklb,False
Mfap5,False
Apobec1,False
Nanog,False
Slc2a3,False
Gm26826,False
Foxj2,False
C3ar1,False
Necap1,False
Clec4a1,False
Clec4a3,False
Clec4a2,False
Clec4n,False
Clec4d,False
Cd163,True
Pex5,False
Clstn3,False
C1rl,False
C1ra,False
C1s1,False
C1s2,False
Lpcat3,False
Emg1,False
Phb2,False
Ptpn6,False
Grcc10,False
Atn1,False
Eno2,False
Lrrc23,False
Spsb2,False
Tpi1,False
Usp5,False
Cdca3,False
Gnb3,False
P3h3,False
Gpr162,False
Cd4,False
Lag3,False
Ptms,False
A230083G16Rik,False
Mlf2,False
Cops7a,False
Pianp,False
Zfp384,False
Ing4,False
Acrbp,False
Chd4,False
Nop2,False
Iffo1,False
Gapdh,False
Ncapd2,False
Mrpl51,False
Vamp1,True
Tapbpl,False
Ltbr,False
Scnn1a,False
Tnfrsf1a,False
Cd9,True
Vwf,True
Ano2,False
Ntf3,False
Kcna5,False
Kcna1,True
Kcna6,False
Gm26673,False
Ndufa9,False
Akap3,False
Dyrk4,False
Rad51ap1,False
D6Wsu163e,False
Tigar,False
Ccnd2,True
9330179D12Rik,False
Parp11,False
Cracr2a,False
Prmt8,False
Gm42738,False
Gm38901,False
Tspan11,False
Tspan9,False
9330102E08Rik,False
Gm10010,True
Tead4,False
Tulp3,False
Gm26770,True
Rhno1,False
Foxm1,False
Tex52,True
Gm15862,False
Nrip2,False
Itfg2,False
Fkbp4,False
Gm10069,False
A2ml1,False
Klrb1c,False
Gm26656,False
BC035044,True
Gm15987,False
Clec2d,True
2310001H17Rik,False
Clec12a,False
Clec1b,False
Clec1a,False
Gabarapl1,False
Klre1,False
Klrd1,False
Klrk1,False
Klri2,True
Klra4,False
Klra9,True
Klra2,False
Magohb,False
Styk1,False
Ybx3,False
Smim10l1,False
Kap,True
Etv6,False
Lrp6,False
Gm38910,False
Mansc1,False
Borcs5,False
Dusp16,False
Crebl2,False
Gpr19,False
2810454H06Rik,False
Cdkn1b,False
Lockd,True
Apold1,False
Ddx47,False
Gprc5d,False
Hebp1,False
Fam234b,False
Gsg1,False
Pbp2,False
Emp1,False
Grin2b,False
Gm26653,False
Atf7ip,False
Plbd1,False
Gucy2c,True
Hist4h4,True
H2afj,False
Wbp11,False
BC049715,False
Smco3,True
Art4,False
Mgp,True
Erp27,False
Arhgdib,False
Pde6h,False
Rerg,False
Ptpro,False
Eps8,False
Strap,False
Dera,False
Slc15a5,False
Mgst1,True
Lmo3,True
A830011K09Rik,False
B230110G15Rik,False
Igbp1b,False
Pik3c2g,False
Plcz1,False
Plekha5,False
Aebp2,False
Gm28523,False
Pde3a,False
Slco1c1,True
Slco1a4,True
Slco1a5,False
Pyroxd1,False
Recql,False
Golt1b,False
Spx,False
Gys2,False
Ldhb,False
Kcnj8,True
Abcc9,True
Cmas,False
Sult6b2,False
St8sia1,False
C2cd5,False
Etnk1,False
D6Ertd474e,False
Sox5,False
Bcat1,False
Gm26666,False
Gm15687,False
Lrmp,False
Casc1,False
Etfrf1,False
Kras,False
Gm15706,False
Lmntd1,False
Gm15704,False
Rassf8,True
Bhlhe41,False
Sspn,True
Itpr2,True
Ints13,False
Fgfr1op2,False
Tm7sf3,True
Med21,False
4930479D17Rik,False
Stk38l,False
Arntl2,False
Smco2,False
Ppfibp1,False
Rep15,False
Mrps35,False
Klhl42,False
Pthlh,False
Ccdc91,False
Far2,False
Far2os1,False
Ergic2,False
Tmtc1,False
Ipo8,False
Caprin2,False
Fam60a,False
3010003L21Rik,False
Dennd5b,False
Etfbkmt,False
Amn1,False
2810474O19Rik,False
Bicd1,False
Gm21814,False
Myadm,False
Prkcg,True
Cacng7,False
Gm44257,False
Cacng8,False
3300002P13Rik,False
Cacng6,False
Oscar,False
Ndufa3,False
Tfpt,False
Prpf31,False
Cnot3,False
Leng1,False
Tmc4,False
Mboat7,False
Tsen34,False
Rps9,False
Pirb,False
Pira2,False
Lair1,False
9430041J12Rik,False
Ttyh1,False
Leng8,False
Leng9,False
Cdc42ep5,False
Lilra5,False
Ncr1,False
Rdh13,False
Eps8l1,False
Ppp1r12c,False
Tnnt1,True
Tnni3,False
Dnaaf3,False
Syt5,True
Ptprh,False
Tmem86b,False
Ppp6r1,False
Hspbp1,False
Brsk1,False
Tmem150b,False
Kmt5c,False
Cox6b2,True
Il11,False
Tmem238,False
Rpl28,False
Ube2s,False
Shisa7,False
Isoc2b,False
Isoc2a,False
Gm36210,False
Zfp628,False
Nat14,False
Ssc5d,False
Sbk2,True
Sbk3,False
Zfp579,False
Fiz1,False
Zfp524,False
Zfp865,False
Ccdc106,False
Zfp784,False
Gm15510,False
Zfp580,False
U2af2,False
Epn1,False
Rasl2-9,True
Zfp787,False
Zfp444,False
Epp13,False
Gm45069,False
Zfp667,False
Zfp583,False
Gm38944,False
Gm3854,False
Zfp78,False
Zfp28,False
Smim17,False
Zim1,False
Peg3,True
Usp29,False
Zfp954,False
Zfp773,False
Zfp418,False
Zfp772,False
Gm45844,False
Clcn4,False
Gm45351,False
Zik1,False
Zfp551,False
Zfp606,False
Zscan18,False
Zfp329,False
Zfp110,False
Gm31152,False
Zfp128,False
Zscan22,False
Rps5,False
Rnf225,False
1810019N24Rik,False
Zfp324,False
Zfp446,False
Slc27a5,False
Trim28,False
Zbtb45,False
Chmp2a,False
Ube2m,False
Mzf1,False
Zswim9,False
Lig1,False
Pla2g4c,True
Cabp5,False
Vmn1r90,False
Selenow,False
Nop53,False
Ehd2,False
Bicra,False
Zfp541,False
Napa,False
Kptn,False
Slc8a2,False
Meis3,False
Dhx34,False
C5ar2,False
C5ar1,True
Inafm1,False
Ccdc9,False
Bbc3,False
Sae1,False
Zc3h4,False
Gm45509,False
Tmem160,False
Npas1,True
Arhgap35,False
Ceacam9,False
Ap2s1,False
Slc1a5,False
Fkrp,False
Strn4,False
Prkd2,False
9330104G04Rik,False
Dact3,False
Gng8,True
Ptgir,False
Calm3,False
Pnmal2,False
Pnmal1,False
Gm42372,False
Ccdc8,False
Ppp5c,False
Hif3a,False
Psg16,False
Mill2,False
Pglyrp1,True
Ccdc61,False
Nova2,False
Gm26821,False
Nanos2,False
Mypop,False
Irf2bp1,False
Sympk,False
Rsph6a,False
Dmwd,False
Dmpk,False
Six5,False
Fbxo46,False
Qpctl,False
Snrpd2,False
Gipr,False
Eml2,False
Gpr4,True
Opa3,False
Vasp,False
Ppm1n,False
Rtn2,False
Fosb,False
Ercc1,False
Cd3eap,False
Ppp1r13l,False
Ercc2,False
Klc3,False
Ckm,False
A930016O22Rik,False
Mark4,False
Exoc3l2,False
Bloc1s3,False
Trappc6a,False
Nkpd1,False
Ppp1r37,False
Gemin7,False
Zfp296,False
Clasrp,False
Gm26890,True
Relb,False
Clptm1,False
Apoc1,True
Apoe,True
Tomm40,False
Gm20512,False
Nectin2,False
Bcam,True
Cblc,False
Bcl3,False
Gm16174,False
Gm19345,False
Pvr,False
Zfp180,False
Zfp112,False
Zfp235,False
Zfp114,False
Zfp111,False
Zfp109,False
Zfp108,False
Zfp93,False
Zfp61,False
Zfp94,False
Tescl,False
Kcnn4,True
Smg9,False
Gm36159,False
Plaur,False
Cadm4,False
Zfp428,False
Irgq,False
Pinlyp,False
Xrcc1,False
Zfp575,False
Ethe1,False
Gm4598,False
Ceacam10,False
Gm9844,False
Rps19,False
Cd79a,False
Arhgef1,False
Rabac1,False
Atp1a3,False
Grik5,False
Zfp574,False
Pou2f2,False
D930028M14Rik,False
Dedd2,False
Zfp526,False
Gsk3a,False
9130221H12Rik,False
Erf,False
Cic,False
Pafah1b3,False
Prr19,False
Tmem145,False
Megf8,False
Cnfn,False
4732471J01Rik,True
Lipe,False
Ceacam1,False
Ceacam2,False
Erich4,True
Dmac2,False
B3gnt8,False
Bckdha,False
Exosc5,False
Tmem91,True
B9d2,False
Tgfb1,False
Ccdc97,False
Hnrnpul1,False
Axl,False
Cyp2s1,False
Gm26707,False
Cyp2a5,False
Cyp2f2,True
Egln2,False
Rab4b,False
Mia,True
Snrpa,False
BC024978,False
Itpkc,False
Coq8b,False
Gm15567,False
Numbl,False
Ltbp4,True
Shkbp1,False
Sptbn4,False
Blvrb,False
Sertad3,False
Sertad1,False
Prx,False
Hipk4,False
Pld3,False
2310022A10Rik,False
Akt2,False
Ttc9b,True
Map3k10,False
Zfp607b,False
Zfp60,False
Zfp626,False
Zfp59,False
Zfp607a,False
Zfp974,False
Zfp780b,False
Zfp850,False
Psmc4,False
Fcgbp,False
9530053A07Rik,False
Fbl,False
Dyrk1b,False
Eid2,False
Eid2b,False
Selenov,False
Dll3,False
Timm50,False
Supt5,False
Gm44709,False
Rps16,False
Plekhg2,False
Zfp36,False
Med29,False
Paf1,False
Samd4b,False
Gmfg,False
Lrfn1,False
Nccrp1,False
Pak4,False
Acp7,False
Gm44618,False
Fbxo27,False
Fbxo17,False
Mrps12,False
Sars2,False
Ccer2,False
Nfkbib,False
Sirt2,True
Rinl,False
Hnrnpl,False
Gm44702,False
Ech1,False
Lgals4,False
Lgals7,False
Capn12,False
Gm44700,False
Actn4,False
Eif3k,False
Map4k1,False
Ryr1,False
Gm26604,False
Rasgrp4,False
Fam98c,False
1110035H17Rik,False
Spred3,False
Ggn,False
Psmd8,False
Catsperg1,False
Kcnk6,False
Yif1b,False
2200002D01Rik,False
Spint2,True
Ppp1r14a,True
Dpf1,False
Sipa1l3,True
Zfp84,False
Zfp30,False
Zfp790,False
Zfp940,False
Zfp420,False
Zfp27,False
Zfp383,False
Zfp74,False
Zfp568,False
Zfp14,False
Zfp82,False
Zfp566,False
Zfp260,False
Zfp382,False
Zfp146,False
Gm5113,False
Cox7a1,False
Capns1,False
Gm26810,False
Tbcb,False
Polr2i,False
Wdr62,False
Clip3,False
Alkbh6,False
Syne4,False
Sdhaf1,False
E130208F15Rik,False
Lrfn3,False
Tyrobp,True
Hcst,False
Nfkbid,False
Aplp1,False
Kirrel2,False
Nphs1,True
Nphs1os,False
Arhgap33,True
Proser3,False
Hspb6,False
Lin37,False
Psenen,False
U2af1l4,False
Gm49396,False
Igflr1,False
Kmt2b,False
Upk1a,False
Cox6b1,False
Rbm42,False
Gm26610,False
Haus5,False
Atp4a,False
Tmem147,False
Tmem147os,False
Gapdhs,False
Gm26935,False
Sbsn,False
Dmkn,False
Ffar2,False
Cd22,False
Mag,True
Hamp2,False
Usf2,False
Gm4673,False
Lsr,False
Fam187b,False
Fxyd5,True
Fxyd7,False
Fxyd1,True
Lgi4,True
Fxyd3,False
Hpn,False
Scn1b,True
Gramd1a,False
G630030J09Rik,False
Gm10640,True
Wtip,False
Uba2,False
Pdcd2l,False
Gpi1,False
Gm12758,False
4931406P16Rik,False
Lsm14a,False
Gm44837,True
Kctd15,False
Chst8,True
Pepd,False
Cebpg,False
Gm35611,False
Cebpa,False
Slc7a10,True
Lrp3,False
Gpatch1,False
Rhpn2,False
Faap24,False
Cep89,False
Tdrd12,False
Nudt19,False
B230322F03Rik,False
Rgs9bp,True
Ankrd27,False
Pdcd5,False
Dpy19l3,False
Zfp507,False
Gm26790,False
Tshz3,False
Gm45768,True
Zfp536,True
Uri1,False
Ccne1,False
1600014C10Rik,False
Plekhf1,True
Pop4,False
Zfp619,False
Gm37494,False
Gm26526,False
A230077H06Rik,False
Vstm2b,False
AI987944,False
Gm17102,False
Gm20449,False
AW146154,False
2610021A01Rik,False
Zfp788,False
Zfp141,False
Zfp977,False
Zfp976,False
Zfp975,False
Zfp715,False
Siglecf,False
Siglecg,False
Nkg7,True
Etfb,False
Vsig10l,False
Iglon5,False
Cd33,False
Zfp658,False
Zfp719,False
Zfp819,False
Siglece,True
Ctu1,False
Klk10,True
Klk9,False
Klk8,True
Klk7,False
Klk6,True
Klk1b3,False
Klk1,False
1700028J19Rik,False
2410002F23Rik,False
Acp4,False
Clec11a,False
Shank1,True
1700008O03Rik,False
Syt3,False
Lrrc4b,False
Aspdh,False
Josd2,True
5430431A17Rik,False
Emc10,False
Fam71e1,False
Mybpc2,False
Spib,False
Pold1,False
Nr1h2,False
Napsa,False
Gm15396,False
Kcnc3,False
Myh14,False
2310016G11Rik,False
Zfp473,False
Vrk3,False
Atf5,False
Nup62,False
Il4i1,False
Tbc1d17,False
Akt1s1,False
Pnkp,False
Ptov1,False
Med25,False
Fuz,False
Ap2a1,False
Tsks,False
Cpt1c,False
6530437J22Rik,False
Prmt1,False
Gm15545,False
Bcl2l12,False
Irf3,False
Scaf1,False
Rras,False
Prr12,False
Prrg2,False
Nosip,False
Rcn3,True
Fcgrt,True
Rps11,False
Rpl13a,False
Flt3l,False
Aldh16a1,False
Pih1d1,False
Slc17a7,True
Gfy,False
Pth2,True
Ccdc155,False
Dkkl1,True
Tead2,False
Cd37,False
Slc6a16,False
Trpm4,False
Hrc,False
Ppfia3,False
Mtag2,False
Lin7b,False
Gm45619,True
Snrnp70,False
Ntf5,False
Lhb,False
Ruvbl2,False
Gys1,False
Ftl1,False
Bax,False
Dhdh,False
Tulp2,False
Nucb1,False
Ppp1r15a,False
Plekha4,False
Hsd17b14,False
0610005C13Rik,False
Bcat2,False
Gm31479,False
Rasip1,False
A030001D20Rik,False
Mamstr,False
Fut2,True
Sec1,False
Ntn5,False
Car11,False
Dbp,False
Sphk2,False
Rpl18,False
Sult2b1,False
Gm31597,False
Lmtk3,False
Cyth2,False
Kcnj14,False
Grwd1,False
Gm45441,False
Grin2d,False
Kdelr1,False
Tmem143,False
Emp3,True
Ccdc114,False
Abcc6,False
Nomo1,False
Kcnj11,False
Abcc8,False
Ush1c,False
Myod1,False
Kcnc1,True
Sergef,False
Tph1,False
Saal1,False
Saa3,False
Saa1,False
Saa2,False
Hps5,False
Gtf2h1,False
Ldha,False
Tsg101,False
Uevld,False
Spty2d1,False
Gm45474,False
Tmem86a,False
Ptpn5,False
Zdhhc13,False
Csrp3,False
E2f8,False
Nav2,False
Gm32849,False
Htatip2,False
Prmt3,False
Slc6a5,False
Nell1,True
Ano5,False
Slc17a6,True
Fancf,False
Gas2,False
Svip,False
Luzp2,False
Siglech,True
Tubgcp5,False
Cyfip1,False
Nipa2,False
Nipa1,False
Herc2,False
Oca2,False
Gabrg3,False
Gm9962,False
Gabra5,True
Gabrb3,False
Atp10a,False
Ube3a,False
Gm38393,False
Snrpn,False
Gm44644,False
Gm44643,False
A230006K03Rik,True
B230209E15Rik,False
A230057D06Rik,False
Gm9801,True
Ndn,False
Magel2,False
Mkrn3,False
Peg12,False
Chrna7,False
Otud7a,False
Gm44718,False
Klf13,True
Gm32633,False
Trpm1,False
Mtmr10,True
Gm20457,True
Fan1,True
Mphosph10,False
Mcee,False
Apba2,False
Fam189a1,False
Nsmce3,False
Tjp1,False
Tarsl2,False
Tm2d3,False
Pcsk6,True
Snrpa1,False
Selenos,False
Chsy1,False
Lrrk1,False
Aldh1a3,False
