Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),5/30,3.645208180442666e-07,0.00029817802916021007,0,0,41.8421052631579,620.2959119819114,FKBP1A;PPP3CA;PPP3R1;CALM1;CALM2,1
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),4/19,2.15250350312219e-06,0.0007617566565880603,0,0,55.23611111111112,720.769328837962,FKBP1A;PPP3CA;PPP3R1;CALM2,1
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),7/123,2.793728569393864e-06,0.0007617566565880603,0,0,12.837226548016314,164.16416621781042,PPP3CA;MEF2C;CLSTN1;CAMK2A;NPTXR;CPLX2;DLGAP3,1
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),4/27,9.451584250126313e-06,0.0017970858261257,0,0,36.00905797101449,416.60060929912464,PPP3CA;PPP3R1;CALM1;CALM2,1
GO_Biological_Process_2023,Negative Regulation Of Cation Channel Activity (GO:2001258),4/28,1.0984632189032872e-05,0.0017970858261257,0,0,34.50694444444444,394.0352587856317,FKBP1A;PPP3CA;PPP3R1;CALM2,1
GO_Biological_Process_2023,Response To Metal Ion (GO:0010038),5/64,1.7049836977917738e-05,0.0022201113905697,0,0,17.699375557537913,194.32799152298216,PPP3CA;SLC30A3;ITPKA;CALM1;CALM2,1
GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),4/32,1.89985082322592e-05,0.0022201113905697,0,0,29.571428571428573,321.4754385523104,FKBP1A;CACNB3;CALM1;CALM2,1
GO_Biological_Process_2023,Positive Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901387),3/12,2.5822694403897266e-05,0.0026403705027984,0,0,68.35395189003437,722.1087027443646,PPP3CA;CACNB3;PPP3R1,1
GO_Biological_Process_2023,Synaptic Vesicle Cycle (GO:0099504),4/37,3.423076487553643e-05,0.0031111961853543,0,0,25.08459595959596,257.92949230262207,SNAP25;SLC17A7;CPLX2;STX1A,1
GO_Biological_Process_2023,Positive Regulation Of Cation Channel Activity (GO:2001259),4/38,3.811160286764013e-05,0.0031175291145729,0,0,24.34558823529412,247.7161602947514,PPP3CA;PPP3R1;CALM1;CALM2,1
GO_Biological_Process_2023,Regulation Of Neurotransmitter Receptor Activity (GO:0099601),4/42,5.69121176311189e-05,0.004232192020205,0,0,21.778508771929825,212.86319430179836,MEF2C;DLGAP3;NPTXR;CACNG3,1
GO_Biological_Process_2023,Ephrin Receptor Signaling Pathway (GO:0048013),4/43,6.250942361496206e-05,0.0042610590430865,0,0,21.219017094017094,205.40418572151407,SIPA1L1;CHN1;KALRN;NGEF,1
GO_Biological_Process_2023,Vesicle-Mediated Transport In Synapse (GO:0099003),3/18,9.371291441807692e-05,0.0058967049226143,0,0,41.0,380.2862565875762,SNAP25;CPLX2;STX1A,1
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),4/51,0.00012276194853078428,0.0071728052784415,0,0,17.60017730496454,158.4942334974267,FKBP1A;CALM1;CALM2;CX3CL1,1
GO_Biological_Process_2023,Positive Regulation Of Phosphatase Activity (GO:0010922),3/22,0.00017430999547730406,0.0090497278717063,0,0,32.36190992946283,280.0818212549987,MEF2C;CALM1;CALM2,1
GO_Biological_Process_2023,Regulation Of Cation Channel Activity (GO:2001257),4/56,0.00017701179211161472,0.0090497278717063,0,0,15.903846153846152,137.39800592224685,FKBP1A;CACNB3;CALM1;CALM2,1
GO_Biological_Process_2023,Response To Calcium Ion (GO:0051592),5/106,0.00019203213177993413,0.0092401343409403,0,0,10.31735278791037,88.29433534191173,PPP3CA;MEF2C;ITPKA;CALM1;CALM2,1
GO_Biological_Process_2023,Metal Ion Transport (GO:0030001),6/171,0.00021958820134447657,0.0093021490799874,0,0,7.634429400386847,64.31057487858536,KCNH3;CACNB3;CAMK2A;SLC17A7;ATP2B2;CACNG3,1
GO_Biological_Process_2023,Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),3/24,0.00022743640782365407,0.0093021490799874,0,0,29.276877761413843,245.59318448881905,FKBP1A;CALM1;CALM2,1
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),3/24,0.00022743640782365407,0.0093021490799874,0,0,29.276877761413843,245.59318448881905,MAPK1;CALM1;CALM2,1
GO_Biological_Process_2023,Calcium Ion Transport (GO:0006816),5/112,0.0002482775499271468,0.0095748581173637,0,0,9.735858337432369,80.81700260359948,FKBP1A;CACNB3;CAMK2A;ATP2B2;CACNG3,1
GO_Biological_Process_2023,Ventricular Cardiac Muscle Tissue Development (GO:0003229),3/25,0.00025751452149389134,0.0095748581173637,0,0,27.944704779756325,230.94718074554484,MYBPC3;FKBP1A;ID2,1
