Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),10/281,1.4532783095974783e-06,0.000766751115647986,0,0,8.047970479704796,108.1783134554551,SLC24A2;KCNC1;KCNC2;ATP6AP2;ATP2A2;ATP1A3;SLC6A11;ATP2A1;ATP1A2;HCN2,12
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),10/284,1.59906384910946e-06,0.000766751115647986,0,0,7.958637469586375,106.21670940978863,SLC24A2;KCNC1;KCNC2;ATP6AP2;ATP2A2;ATP1A3;SLC6A11;ATP2A1;ATP1A2;HCN2,12
GO_Biological_Process_2023,Regulation Of Cardiac Conduction (GO:1903779),4/21,3.2983007697773018e-06,0.0010543568127388,0,0,48.7328431372549,615.1109724012736,ATP2A2;ATP2A1;ATP2B2;ATP2B1,12
GO_Biological_Process_2023,Potassium Ion Transmembrane Transport (GO:0071805),7/137,5.714942831324485e-06,0.00137015754381,0,0,11.446650124069478,138.18883959303977,SLC24A2;KCNJ10;KCNC1;KCNC2;ATP1A3;ATP1A2;HCN2,12
GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),5/69,2.464013413076116e-05,0.0047259777262799,0,0,16.3125,173.09412297852825,ATP2A2;ATP2A1;ATP1A2;ATP2B2;ATP2B1,12
GO_Biological_Process_2023,Potassium Ion Transport (GO:0006813),6/122,3.399754060013557e-05,0.005433940239255,0,0,10.886280264123258,112.01135843336408,SLC24A2;KCNJ10;KCNC1;KCNC2;ATP1A2;HCN2,12
GO_Biological_Process_2023,Sodium Ion Transmembrane Transport (GO:0035725),5/82,5.683113032407829e-05,0.0068223401010303,0,0,13.549555707450445,132.45268339594952,SLC24A2;ATP1A3;SLC6A11;ATP1A2;HCN2,12
GO_Biological_Process_2023,Potassium Ion Import Across Plasma Membrane (GO:1990573),4/42,5.69121176311189e-05,0.0068223401010303,0,0,21.778508771929825,212.86319430179836,KCNJ10;ATP1A3;ATP1A2;HCN2,12
GO_Biological_Process_2023,Intracellular Calcium Ion Homeostasis (GO:0006874),6/139,7.054367266915994e-05,0.0075168202321915,0,0,9.48664213725804,90.6854548787715,SLC24A2;ATP2A2;ATP2A1;ATP2B2;ATP2B1;KCTD17,12
GO_Biological_Process_2023,Inorganic Cation Import Across Plasma Membrane (GO:0098659),5/103,0.00016785377251901475,0.0160971767845735,0,0,10.634801288936629,92.44213133615924,SLC24A2;KCNJ10;ATP1A3;ATP1A2;HCN2,12
GO_Biological_Process_2023,Metal Ion Transport (GO:0030001),6/171,0.00021958820134447657,0.0191440986444866,0,0,7.634429400386847,64.31057487858536,RAMP3;KCNJ10;KCNC1;ATP2A1;ATP1A2;ATP2B2,12
GO_Biological_Process_2023,Calcium Ion Transport (GO:0006816),5/112,0.0002482775499271468,0.0198415141983444,0,0,9.735858337432369,80.81700260359948,SLC24A2;RAMP3;ATP2A2;ATP2A1;ATP2B2,12
GO_Biological_Process_2023,Nervous System Development (GO:0007399),9/433,0.00032138505690061084,0.0237083284282835,0,0,4.542919344806137,36.53811243431856,DMBX1;MOBP;APLP2;NRXN1;SPOCK2;ADGRB1;SHOX2;ZIC1;SPTBN1,12
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),5/123,0.0003829529324367381,0.0261158729322,0,0,8.823371989295271,69.41874794685764,RIMS3;ATP1A2;DLGAP3;CPLX1;GRM1,12
