Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,cluster
GO_Biological_Process_2023,Signal Release From Synapse (GO:0099643),7/38,7.015930824950525e-10,6.903675931751317e-07,0,0,48.24245577523413,1016.8384438797892,SNAP25;RAB3A;SYT1;STXBP1;SYN1;VAMP2;SNCA,14
GO_Biological_Process_2023,Neurotransmitter Secretion (GO:0007269),7/43,1.7553180872502691e-09,8.636164989271324e-07,0,0,41.53166069295101,837.3038526964123,SNAP25;RAB3A;SYT1;STXBP1;SYN1;VAMP2;SNCA,14
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",5/16,1.1809708936460002e-08,3.873584531158881e-06,0,0,95.16267942583733,1737.132272169839,COX8A;NDUFA4;COX4I1;COX6A1;COX6C,14
GO_Biological_Process_2023,Synaptic Vesicle Recycling (GO:0036465),6/44,8.125995834190389e-08,1.9989949752108357e-05,0,0,33.36282194848824,544.6685016709359,RAB3A;SYT1;AP2M1;DNM1;VAMP2;SNCA,14
GO_Biological_Process_2023,Neurotransmitter Transport (GO:0006836),6/52,2.2692298589193562e-07,4.465844362353293e-05,0,0,27.549491211840888,421.4701655040022,SNAP25;SYT1;STXBP1;SLC1A2;SLC17A7;SYN1,14
GO_Biological_Process_2023,Glycolytic Process (GO:0006096),5/29,3.049719828171407e-07,5.001540518201107e-05,0,0,43.58771929824562,653.9485543615966,LDHA;TPI1;PKM;ENO2;GAPDH,14
GO_Biological_Process_2023,Presynaptic Endocytosis (GO:0140238),5/31,4.329043041940791e-07,6.085397647528197e-05,0,0,40.23076923076923,589.4913692416433,SYT1;AP2M1;DNM1;VAMP2;SNCA,14
GO_Biological_Process_2023,Positive Regulation Of Protein Dephosphorylation (GO:0035307),5/33,5.999246565775764e-07,7.379073275904189e-05,0,0,37.35338345864662,535.1418198010953,HSP90AB1;DYNLL1;CALM1;CALM2;PPIA,14
GO_Biological_Process_2023,Synaptic Vesicle Cycle (GO:0099504),5/37,1.0845345753341953e-06,0.00011857578023653868,0,0,32.67763157894737,448.8063438255882,SNAP25;RAB3A;SLC17A7;VAMP2;SNCA,14
GO_Biological_Process_2023,Positive Regulation Of Cation Channel Activity (GO:2001259),5/38,1.2439270235903315e-06,0.00012240241912128864,0,0,31.68580542264753,430.8394130944191,PPP3CA;PPP3R1;TMSB4X;CALM1;CALM2,14
