Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cytoplasmic Translation (GO:0002181)	20/93	1.008110e-27	8.367310e-25	0	0	6.790068e+01	4.220823e+03	RPL3;RPL21;RPS8;RPL34;RPS6;RPL35A;RPSA;RPL23A;RPL9;RPL6;RPS29;RPL24;RPL38;RPL26;FAU;RPS11;RPS27A;RPL17;RPS24;RPS23
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	23/183	4.250143e-26	1.763809e-23	0	0	3.685227e+01	2.152919e+03	RPL3;RPL21;RPS8;RPL34;RPS6;RPL35A;RPSA;RPL23A;EEF2;RPL9;RPL6;EEF1A1;RPS29;RPL24;RPL38;RPL26;APOE;FAU;RPS11;RPS27A;RPL17;RPS24;RPS23
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	21/158	2.160614e-24	5.977698e-22	0	0	3.834639e+01	2.089558e+03	RPL3;RPL21;RPS8;RPL34;RPS6;RPL35A;RPSA;RPL23A;RPL9;RPL6;EEF1A1;RPS29;RPL24;RPL38;RPL26;FAU;RPS11;RPS27A;RPL17;RPS24;RPS23
GO_Biological_Process_2023	Translation (GO:0006412)	22/234	3.813791e-22	7.913617e-20	0	0	2.619352e+01	1.291818e+03	RPL3;RPL21;RPS8;RPL34;RPS6;RPL35A;RPSA;RPL23A;EEF2;RPL9;RPL6;EEF1A1;RPS29;RPL24;RPL38;RPL26;FAU;RPS11;RPS27A;RPL17;RPS24;RPS23
GO_Biological_Process_2023	Gene Expression (GO:0010467)	21/296	1.318635e-18	2.188935e-16	0	0	1.897008e+01	7.809970e+02	RPL3;RPL21;RPS8;RPL34;RPS6;RPL35A;RPSA;RPL23A;RPL9;RPL6;EEF1A1;RPS29;RPL24;RPL38;RPL26;FAU;RPS11;RPS27A;RPL17;RPS24;RPS23
GO_Biological_Process_2023	Ribonucleoprotein Complex Biogenesis (GO:0022613)	8/118	1.367888e-07	1.892245e-05	0	0	1.564427e+01	2.472550e+02	RPS8;RPS6;RPL35A;RPL38;RPL26;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	5/27	2.089685e-07	2.477770e-05	0	0	4.755502e+01	7.314477e+02	MAP1B;STMN1;STMN2;STMN3;FKBP4
GO_Biological_Process_2023	Ribosomal Small Subunit Biogenesis (GO:0042274)	6/84	3.983103e-06	4.132469e-04	0	0	1.622095e+01	2.016824e+02	RPS8;RPS6;RPSA;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Ribosome Biogenesis (GO:0042254)	7/155	1.283774e-05	1.183925e-03	0	0	1.004534e+01	1.131418e+02	RPS8;RPS6;RPL35A;RPL26;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)	5/71	2.832132e-05	2.350669e-03	0	0	1.581659e+01	1.656296e+02	HSPA8;STMN1;STMN2;APOE;CLU
GO_Biological_Process_2023	Neuron Projection Development (GO:0031175)	7/192	5.077566e-05	3.658951e-03	0	0	8.021215e+00	7.931452e+01	UBB;MAP1B;STMN1;STMN2;STMN3;APOE;POU4F1
GO_Biological_Process_2023	Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	6/132	5.290050e-05	3.658951e-03	0	0	1.001722e+01	9.864058e+01	MAP1B;STMN1;STMN2;STMN3;APOE;POU4F1
GO_Biological_Process_2023	Microtubule Depolymerization (GO:0007019)	3/17	7.837830e-05	5.004153e-03	0	0	4.393078e+01	4.153200e+02	STMN1;STMN2;STMN3
GO_Biological_Process_2023	Neuron Development (GO:0048666)	6/150	1.074678e-04	6.371305e-03	0	0	8.757092e+00	8.002511e+01	MAP1B;STMN1;STMN2;STMN3;APOE;POU4F1
GO_Biological_Process_2023	Ribosomal Large Subunit Biogenesis (GO:0042273)	4/54	1.535841e-04	8.498318e-03	0	0	1.654167e+01	1.452567e+02	RPL35A;RPL23A;RPL26;RPL6
GO_Biological_Process_2023	Cytoskeleton-Dependent Intracellular Transport (GO:0030705)	3/22	1.743100e-04	8.968672e-03	0	0	3.236191e+01	2.800818e+02	TUBA1B;TUBA1A;TUBB2A
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	5/105	1.836957e-04	8.968672e-03	0	0	1.042105e+01	8.964429e+01	UBB;CTNNB1;APOE;CLU;POU4F1
GO_Biological_Process_2023	Regulation Of Supramolecular Fiber Organization (GO:1902903)	3/24	2.274364e-04	9.686779e-03	0	0	2.927688e+01	2.455932e+02	HSPA8;MAP1B;APOE
GO_Biological_Process_2023	Negative Regulation Of Peptidase Activity (GO:0010466)	4/60	2.314452e-04	9.686779e-03	0	0	1.476488e+01	1.235993e+02	CST3;SERPINE2;SERPINB7;GAPDH
GO_Biological_Process_2023	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	6/174	2.412014e-04	9.686779e-03	0	0	7.496960e+00	6.244877e+01	TCF7L2;TYRP1;CTNNB1;RPL26;EEF2;CLU
GO_Biological_Process_2023	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	2/5	2.450872e-04	9.686779e-03	0	0	1.353537e+02	1.125317e+03	UBB;RPL26
GO_Biological_Process_2023	Microtubule Polymerization Or Depolymerization (GO:0031109)	3/27	3.251244e-04	1.206470e-02	0	0	2.561340e+01	2.057090e+02	STMN1;STMN2;STMN3
