Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cytoplasmic Translation (GO:0002181)	54/93	2.210921e-106	1.403935e-103	0	0	5.978227e+02	1.454387e+05	RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPS15;RPS14;RPS16;RPL18A;RPS19;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPL21;RPS7;RPS8;RPS5;RPSA;RPL37A;RPL24;RPL26;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPS2;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL27A;RPL22L1;RPS20;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	54/158	6.100380e-90	1.936871e-87	0	0	2.234498e+02	4.590203e+04	RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPS15;RPS14;RPS16;RPS19;RPL18A;RPL36;RPLP2;RPL38;RPL37;RPS11;RPS10;RPL39;RPL21;RPS7;RPS8;RPS5;RPSA;EEF1A1;RPL37A;RPL24;RPL26;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPS2;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	55/183	4.256620e-88	9.009845e-86	0	0	1.887951e+02	3.798162e+04	RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPS15;RPS14;RPS16;RPS19;RPL18A;RPL36;RPLP2;RPL38;RPL37;RPS11;RPS10;RPL39;RPL21;RPS7;RPS8;RPS5;RPSA;EEF1A1;RPL37A;RPL24;RPL26;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;APOE;RPS2;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023	Translation (GO:0006412)	55/234	2.463494e-81	3.910797e-79	0	0	1.346561e+02	2.499323e+04	RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPS15;RPS14;RPS16;RPS19;RPL18A;RPL36;RPLP2;RPL38;RPL37;RPS11;RPS10;RPL39;RPL21;RPS7;RPS8;RPS5;RPSA;EEF1A1;RPL37A;RPL24;RPL26;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPS2;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023	Gene Expression (GO:0010467)	54/296	4.046008e-73	5.138430e-71	0	0	9.535861e+01	1.589542e+04	RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPS15;RPS14;RPS16;RPS19;RPL18A;RPL36;RPLP2;RPL38;RPL37;RPS11;RPS10;RPL39;RPL21;RPS7;RPS8;RPS5;RPSA;EEF1A1;RPL37A;RPL24;RPL26;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPS2;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023	Ribonucleoprotein Complex Biogenesis (GO:0022613)	18/118	4.000360e-22	4.233714e-20	0	0	4.346341e+01	2.141464e+03	RPS7;RPS8;RPS5;RPL11;RPL35A;RPS15;RPS14;RPS25;RPS16;RPS27;RPS15A;RPS19;RPL14;RPL38;RPL26;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Ribosome Biogenesis (GO:0042254)	17/155	2.051576e-18	1.861073e-16	0	0	2.933071e+01	1.194579e+03	RPS7;RPS8;RPS5;RPL11;RPL35A;RPS15;RPS14;RPS25;RPS16;RPS27;RPS15A;RPS19;RPL14;RPL26;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Ribosomal Small Subunit Biogenesis (GO:0042274)	14/84	5.649898e-18	4.484606e-16	0	0	4.611628e+01	1.831503e+03	RPS7;RPS8;RPS5;RPSA;RPS15;RPS14;RPS25;RPS16;RPS15A;RPS27;RPS19;RPS11;RPS24;RPS23
GO_Biological_Process_2023	Ribosome Assembly (GO:0042255)	10/50	5.357398e-14	3.779942e-12	0	0	5.516667e+01	1.685767e+03	RPS15;RPS14;RPS27;RPS19;RPL10;RPS5;RPL11;RPSA;RPL23A;RPL6
GO_Biological_Process_2023	rRNA Processing (GO:0006364)	12/101	1.021713e-13	6.487878e-12	0	0	3.035393e+01	9.079506e+02	RPS15;RPS14;RPS25;RPS16;RPS27;RPS19;RPS7;RPL11;RPL14;RPL35A;RPL26;RPS24
GO_Biological_Process_2023	rRNA Metabolic Process (GO:0016072)	11/91	9.438861e-13	5.448797e-11	0	0	3.062079e+01	8.478519e+02	RPS15;RPS25;RPS16;RPS27;RPS19;RPS7;RPL11;RPL14;RPL35A;RPL26;RPS24
GO_Biological_Process_2023	ncRNA Processing (GO:0034470)	11/100	2.722604e-12	1.440711e-10	0	0	2.751180e+01	7.326237e+02	RPS15;RPS25;RPS16;RPS27;RPS19;RPS7;RPL11;RPL14;RPL35A;RPL26;RPS24
GO_Biological_Process_2023	Ribosomal Small Subunit Assembly (GO:0000028)	6/17	1.588407e-10	7.758759e-09	0	0	1.154101e+02	2.604011e+03	RPS15;RPS14;RPS27;RPS19;RPS5;RPSA
GO_Biological_Process_2023	protein-RNA Complex Assembly (GO:0022618)	11/150	2.331612e-10	1.057553e-08	0	0	1.757101e+01	3.897126e+02	RPS15;RPS14;RPS27;RPS19;RPL10;RPS5;RPL11;RPL38;RPSA;RPL23A;RPL6
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	6/21	6.853233e-10	2.901202e-08	0	0	8.461702e+01	1.785515e+03	RPS15;RPS7;UBB;RPS20;RPL37;RPL17
GO_Biological_Process_2023	Ribosomal Large Subunit Biogenesis (GO:0042273)	7/54	9.224468e-09	3.660961e-07	0	0	3.179387e+01	5.882313e+02	RPL10;RPL11;RPL14;RPL35A;RPL23A;RPL26;RPL6
GO_Biological_Process_2023	Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	5/30	3.645208e-07	1.361592e-05	0	0	4.184211e+01	6.202959e+02	RPS14;RPS16;RPS19;RPS8;RPS21
GO_Biological_Process_2023	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	3/5	1.204016e-06	4.247503e-05	0	0	3.077010e+02	4.193918e+03	RPS7;UBB;RPL26
GO_Biological_Process_2023	Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	5/47	3.668519e-06	1.226058e-04	0	0	2.488471e+01	3.114502e+02	RPS15;RPL11;RPS20;RPL37;RPL17
GO_Biological_Process_2023	Ribosomal Large Subunit Assembly (GO:0000027)	4/22	4.015814e-06	1.275021e-04	0	0	4.602315e+01	5.718501e+02	RPL10;RPL11;RPL23A;RPL6
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667)	3/8	6.669353e-06	2.016685e-04	0	0	1.230619e+02	1.466650e+03	RPS7;RPL11;RPL17
GO_Biological_Process_2023	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	5/65	1.839786e-05	5.310291e-04	0	0	1.740351e+01	1.897553e+02	RPL30;RPS19;FAU;RPL39;GAPDH
GO_Biological_Process_2023	Maturation Of SSU-rRNA (GO:0030490)	4/38	3.811160e-05	1.052212e-03	0	0	2.434559e+01	2.477162e+02	RPS14;RPS16;RPS19;RPS8
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444)	3/17	7.837830e-05	1.990809e-03	0	0	4.393078e+01	4.153200e+02	RPS7;RPL11;RPL17
GO_Biological_Process_2023	Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666)	3/17	7.837830e-05	1.990809e-03	0	0	4.393078e+01	4.153200e+02	RPS7;RPL11;RPL17
GO_Biological_Process_2023	Antimicrobial Humoral Response (GO:0019730)	5/100	1.460736e-04	3.567567e-03	0	0	1.097230e+01	9.690076e+01	RPL30;RPS19;FAU;RPL39;GAPDH
GO_Biological_Process_2023	Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	3/25	2.575145e-04	6.056360e-03	0	0	2.794470e+01	2.309472e+02	RPS7;RPL11;RPL17
GO_Biological_Process_2023	Negative Regulation Of Catabolic Process (GO:0009895)	4/72	4.664238e-04	1.057783e-02	0	0	1.215196e+01	9.321059e+01	CST3;RPS7;RPL11;RPL17
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253)	2/8	6.795552e-04	1.391992e-02	0	0	6.766667e+01	4.935655e+02	RPS7;UBB
GO_Biological_Process_2023	Modification-Dependent Macromolecule Catabolic Process (GO:0043632)	2/8	6.795552e-04	1.391992e-02	0	0	6.766667e+01	4.935655e+02	UBB;RPS27A
GO_Biological_Process_2023	Sequestering Of Actin Monomers (GO:0042989)	2/8	6.795552e-04	1.391992e-02	0	0	6.766667e+01	4.935655e+02	TMSB4X;TMSB10
